date,symbol,currassets,totassets,cogs,longtdebt,depamort,ebit,ebitda,currliab,totliab,netincome,rev,tax,roe,tat,de,pm
20130131,BIG,1090.63,1753.626,3276.895,172.003,106.286,304.028,410.314,629.634,995.484,177.121,5400.119,117.148,0.2336250993,3.0794017653,1.3130574483,0.0327994624
20130630,MSFT,101466,142431,16910,12601,3339,27497,30836,37417,63487,21863,77849,5189,0.2769431496,0.5465734285,0.8042029793,0.2808385464
20130531,ORCL,41692,81812,6567,18494,2931,14343,17274,12872,36667,10925,37180,2973,0.2419980064,0.4544565589,0.8122051168,0.2938407746
20130630,COTY,2416.9,6470,1690.9,2590.1,242.1,444.8,686.9,1463.2,4854.5,168,4649.1,116.8,0.103992572,0.7185625966,3.0049520272,0.0361360263
20130630,LLTC,1793.89,2098.341,267.15,0,55.366,573.154,628.52,1025.88,1116.433,406.925,1282.236,121.956,0.4144227361,0.6110713178,1.1370036704,0.3173557754
20130131,SIGM,136.465,220.831,96.986,0,23.87,-60.295,-36.425,39.837,58.813,-101.768,216.613,20.747,-0.628127739,0.9808994208,0.3630028762,-0.469814831
20130331,MEAS,157.13,445.542,187.299,98.071,17.58,41.482,59.062,50.589,165.218,34.193,346.968,8.346,0.1219767127,0.7787548649,0.5893822862,0.0985479929
20130430,AMWD,177.918,293.993,518.581,23.594,13.2,17.679,30.879,69.108,147.798,9.758,630.437,6.982,0.0667464688,2.1443945944,1.0109648073,0.0154781525
20130131,FRED,443.745,647.153,1388.943,12.241,39.541,39.078,78.619,185.327,215.881,29.629,1955.275,8.9,0.0687014228,3.0213488928,0.500568087,0.0151533672
20130630,GROW,25.186,38.695,18.833,0,0.274,-0.179,0.095,1.846,1.846,-0.194,18.928,0.015,-0.005264729,0.489158806,0.0500963391,-0.010249366
20130131,TWMC,297.776,315.24,285.926,2.004,4.437,13.55,17.987,108.627,134.48,33.734,458.544,0.248,0.1866231467,1.4545869813,0.7439699048,0.0735676402
20130630,PDEX,7.347,10.595,7.951,0.015,0.582,-1.728,-1.146,2.314,2.658,-1.784,12.249,-0.039,-0.224770064,1.1561113733,0.334887237,-0.145644542
20130930,CLFD,34.197,46.413,30.887,0,0.476,7.445,7.921,6.314,6.335,4.734,53.353,2.803,0.1181196667,1.1495270722,0.1580667698,0.0887297809
20130331,CYAN,12.191,28.587,15.776,5.454,0.847,2.345,3.192,2.885,8.36,4.209,27.581,-2.021,0.2080881989,0.964809179,0.4133089435,0.1526050542
20130131,LAKE,63.872,83.318,66.239,1.298,1.551,-1.029,0.522,27.902,37.327,-26.289,95.118,5.036,-0.571611837,1.1416260592,0.811615316,-0.276383019
20130331,WACLY,1096.198,2695.444,834.718,16.121,50.308,116.78,167.088,537.489,698.8,80.958,1881.415,38.753,0.0405470379,0.6979981777,0.3499872787,0.0430303787
20130630,SED,99.069,101.992,493.853,0,0.925,-8.168,-7.243,94.097,94.097,-15.743,517.364,0.4,-1.994046865,5.0725939289,11.918556048,-0.030429253
20130630,LYRI,8.085,32.907,10.886,0.436,3.326,0.155,3.481,9.968,10.908,-0.317,36.184,-0.012,-0.014409746,1.0995836752,0.49584072,-0.008760778
20130630,HAR,2089.052,3235.685,3042.718,255.043,115.6,291.98,407.58,1077.514,1590.814,142.407,4297.842,31.729,0.0865763941,1.3282634125,0.9671360246,0.0331345359
20130630,VSR,44.447,57.377,87.25,0.333,1.685,6.084,7.769,17.467,19.753,2.403,102.622,2.079,0.0638688071,1.7885563902,0.5250106315,0.0234160317
20130331,RENT,39.293,71.779,53.631,0.55,4.951,-5.942,-0.991,18.733,22.808,-22.617,99.177,0.844,-0.461844765,1.3816993828,0.4657450328,-0.228046825
20130630,ISR,4.444,7.055,3.536,0,0.839,-4.067,-3.228,0.793,1.689,-3.856,4.525,0,-0.718598584,0.6413890858,0.3147595975,-0.852154696
20130930,JJSF,264.717,645.661,575.08,0.136,28.801,97.099,125.9,83.239,129.096,64.381,867.683,36.409,0.1246329116,1.3438677572,0.2499124021,0.0741987569
20130630,FOXA,15567,50944,17496,16321,797,5375,6172,8435,30300,7097,27675,1690,0.3437802751,0.5432435616,1.4677388103,0.2564408311
20130930,PLXS,1079.022,1447.684,1965.37,257.773,49.476,96.623,146.099,471.376,748.383,82.259,2228.031,2.724,0.1176303194,1.5390313079,1.0701872298,0.0369200429
20130331,ARG,1463.83,5618.225,2247.891,2304.245,261.622,605.806,867.428,861.714,4081.242,340.874,4957.497,202.543,0.2217812429,0.8823955965,2.655359233,0.0687592953
20130131,SHOS,473.812,785.803,1840.207,0.769,9.474,99.525,108.999,215.995,219.516,60.08,2453.606,39.9,0.1060946128,3.1224187233,0.3876408959,0.024486409
20130930,JACK,117.212,1319.209,1029.322,349.393,92.9,138.016,230.916,211.674,847.191,51.152,1489.867,40.346,0.1083687486,1.129363884,1.7948277396,0.034333266
20130731,EEI,68.491,81.682,74.796,0.252,2.429,-0.052,2.377,34.203,35.043,-2.13,134.937,0.254,-0.045669933,1.6519796283,0.7513668818,-0.015785144
20130228,SOTK,5.767,9.066,4.788,1.987,0.34,0.151,0.491,1.087,3.074,0.132,9.542,-0.074,0.0220293725,1.0525038606,0.5130173565,0.0138335779
20130228,REPR,4.633,5.592,2.819,0.394,0.191,1.062,1.253,0.525,1.235,0.726,7.764,0.312,0.166628414,1.3884120172,0.2834519165,0.0935085008
20130630,BHP,19786,138109,39557,29862,6945,20102,27047,20372,66074,10876,66604,6797,0.1509821614,0.4822567682,0.9172485597,0.1632934959
20130228,VOXX,357.242,829.272,584.583,154.76,16.23,41.164,57.394,156.539,384.736,22.492,835.577,13.163,0.0505965771,1.0076030542,0.8654777116,0.0269179262
20130131,NAKD,0.732,0.988,0.343,0,0.012,-1.216,-1.204,0.804,0.804,-1.333,0.567,0,-7.244565217,0.5738866397,4.3695652174,-2.350970018
20130131,SKS,1082.122,2090.247,1869.874,260.603,120.404,150.667,271.071,545.337,940.398,62.882,3147.554,36.513,0.0546871807,1.505828737,0.8178447779,0.0199780528
20130131,DXLG,133.086,245.945,213.881,0,15.469,13.924,29.393,62.146,84.733,6.126,399.64,5.244,0.0379996526,1.6249161398,0.5255998313,0.0153287959
20130131,HKFI,111.676,150.532,164.252,72.181,5.317,-0.82,4.497,32.697,148.041,-8.51,277.989,0,-3.416298675,1.846710334,59.430349257,-0.030612722
20130331,ABMD,116.605,169.999,29.096,0,2.611,16.543,19.154,27.056,32.919,15.014,158.124,1.848,0.1095272833,0.9301466479,0.2401444412,0.0949507981
20130331,XIDEQ,1142.091,2004.43,2485.703,693.864,78.7,18.134,96.834,808.037,1850.498,-223.399,2971.698,99.915,-1.451283684,1.4825651183,12.021528987,-0.075175539
20130131,TIF,3151.589,4630.85,1470.262,765.238,160.703,697.217,857.92,586.592,2019.532,416.157,3794.249,227.419,0.1593666493,0.8193418055,0.7733765095,0.1096809935
20130630,ARCW,26.291,66.672,46.801,24.654,3.393,6.672,10.065,16.301,40.955,3.039,68.486,0.722,0.1181708597,1.0272078234,1.5925263444,0.0443740326
20130630,NAII,35.323,46.64,48.011,0,3.036,2.153,5.189,5.942,6.301,1.57,62.797,0.523,0.0389201517,1.3464193825,0.1562011949,0.0250011943
20130331,LABL,190.544,839.55,496.662,378.91,36.344,74.418,110.762,122.437,564.526,30.3,659.815,18.387,0.1101722032,0.7859150736,2.0526426785,0.045921963
20130630,KOOL,16.273,18.529,10.928,0,0.506,-5.062,-4.556,5.148,5.211,-3.086,17.963,0,-0.231716474,0.9694532894,0.3912749662,-0.171797584
20130930,FICO,249.188,1161.547,209.789,447,33.214,165.079,198.293,165.88,630.87,90.095,743.444,41.889,0.1697737042,0.6400464209,1.1888022281,0.1211859938
20130630,GBCS,0.495,3.207,2.436,0.161,0.33,-0.011,0.319,2.523,3.12,-1.807,3.137,0,-20.77011494,0.9781727471,35.862068966,-0.576028052
20130331,TIGR,8.012,41.151,1.561,0,0.144,-2.581,-2.437,6.024,6.161,-2.942,12.84,0.077,-0.084081166,0.3120215791,0.1760788797,-0.229127726
20130731,FGP,280.979,1356.028,1649.167,1106.94,83.344,159.591,242.935,302.284,1442.655,56.426,1975.467,1.855,-0.651367357,1.4568039893,-16.65364147,0.0285633726
20130731,1641B,1285.977,5300.241,2995.363,2697.077,188.951,459.512,648.463,776.706,4469.203,163.699,4701.622,113.733,0.1969813655,0.8870581545,5.3778563676,0.0348175587
20130331,ANFI,302.026,326.532,340.738,4.831,1.937,50.778,52.715,169.355,182.899,15.056,413.683,8.268,0.1048227079,1.2668988032,1.2733772879,0.0363950174
20130630,FKWL,17.596,23.16,23.905,0,1.612,-0.169,1.443,6.647,6.647,0.175,32.75,0.169,0.0105977109,1.4140759931,0.4025313389,0.0053435115
20130630,MXIM,1939.906,3935.91,754.698,503.573,205.719,623.498,829.217,404.893,1427.912,454.912,2441.459,117.97,0.1813845147,0.6203035639,0.5693433567,0.1863279293
20130630,TDRLF,0.207,1.697,0.709,0,0.167,-0.606,-0.439,4.866,6.149,-0.626,0.581,0,0.1406109614,0.3423688863,-1.381176999,-1.077452668
20130430,EMLAF,1960.4,7140.1,13411.8,915.9,348.9,496.2,845.1,1925.2,3382.6,384.8,17612.7,140.1,0.1024085163,2.4667301578,0.9002262142,0.0218478711
20130831,SJR,1195,12732,3179,3868,718,1366,2084,2205,8319,746,5263,283,0.1690460005,0.4133678919,1.8851121686,0.1417442523
20130930,TMBCF,481,1021,1159,369,40,65,105,292,801,-34,1534,21,-0.154545455,1.5024485798,3.6409090909,-0.022164276
20130930,ADT,580,9913,436,3373,942,760,1702,758,5591,421,3309,221,0.0974086071,0.3338040956,1.2936140676,0.12722877
20130131,DELL,27968,47540,43543,5242,1144,3360,4504,23439,36839,2372,56940,469,0.221661527,1.1977282289,3.4425754602,0.0416578855
20130630,IIVI,461.144,863.802,315.467,114.036,40.929,70.436,111.365,94.434,227.694,50.813,558.396,18.766,0.0798810894,0.6464398091,0.3579486502,0.0909981447
20130430,PPHM,41.914,45.058,48.948,0.013,1.087,-28.352,-27.265,20.561,21.298,-29.78,21.683,0,-1.253367003,0.4812241999,0.8963804714,-1.373426186
20130331,BMC,2099.4,4720.3,401.7,1306,234.1,496.5,730.6,1407.1,3901.8,331,2201.4,96.9,0.4043982896,0.466368663,4.7670128283,0.1503588625
20130630,EKCS,2.619,4.334,0.655,0.441,0.161,-1.066,-0.905,1.616,2.912,-1.221,0.982,-0.189,-0.858649789,0.2265805261,2.0478199719,-1.243380855
20130331,FWM,66.281,338.501,444.768,256.563,21.776,5.832,27.608,60.509,339.701,-62.868,661.244,25.809,52.39,1.9534477003,-283.0841667,-0.095075343
20130331,VOD,35379.939,216801.071,34647.637,44223.785,11698.61,8330.322,20028.932,47438.623,106670.054,651.78,67525.289,3922.833,0.0059182237,0.3114619715,0.9685741302,0.0096523837
20130228,AUSI,1.604,3.09,1.37,1.097,0.158,-13.502,-13.344,23.591,24.688,-15.148,2.717,0.001,0.7013612372,0.8792880259,-1.143068803,-5.575266838
20130831,LNN,368.791,512.296,483.414,0,12.6,107.061,119.661,102.092,131.658,70.57,690.848,36.737,0.1853992507,1.3485328794,0.3458876938,0.1021498217
20130630,SOMD,0.201,0.799,0.323,1.798,0.215,-3.294,-3.079,4.036,5.834,-4.474,0.278,0,0.8885799404,0.3479349186,-1.158689176,-16.09352518
20130430,CSBR,10.376,11.651,5.125,0,0.203,-6.221,-6.018,2.929,3.975,-6.33,8.323,0.01,-0.824648254,0.7143592825,0.5178478374,-0.760543073
20130331,ADWPF,144.194,296.519,179.356,41.473,8.128,25.405,33.533,102.524,167.114,14.759,289.143,6.225,0.11405278,0.9751246969,1.2914029597,0.0510439471
20130131,WDAY,884.302,959.08,100.545,12.972,15.99,-106.613,-90.623,254.774,366.797,-119.19,273.657,0.124,-0.201238259,0.285332819,0.6192934796,-0.435545226
20130331,HERXF,264.993,389.115,204.804,59.149,12.533,20.487,33.02,73.804,166.462,132.045,257.022,3.324,0.593052867,0.6605296635,0.7476297198,0.5137497957
20130131,WFC.,215.016,536.033,50.879,54.94,5.194,11.718,16.912,372.102,432.634,11.038,73.339,2.748,0.106751516,0.136818069,4.1841217033,0.1505065518
20130430,BCKMF,1.893,35.163,0.53,0,0,2.462,2.462,0.245,4.098,0.992,4.089,0.743,0.0319330436,0.1162870062,0.1319169483,0.2426021032
20130331,BNSO,14.234,27.123,24.917,0,0.346,-0.57,-0.224,13.942,16.537,-0.754,30.386,0.029,-0.071226148,1.1203038012,1.5621575666,-0.024814059
20130228,EMMS,50.708,261.624,154.071,131.494,4.722,18.091,22.813,44.907,224.525,43.772,196.084,-7.039,1.1798700774,0.7494878146,6.0520499205,0.2232308602
20130630,TECH,409.516,778.098,69.303,0,12.231,159.576,171.807,32.084,40.557,112.561,310.575,48.101,0.1526166003,0.39914638,0.0549894853,0.362427755
20130131,AMBA,133.148,138.603,39.398,0,1.007,19.906,20.913,24.83,26.271,18.188,121.066,1.854,0.161912901,0.8734731571,0.2338692447,0.1502321048
20130131,SIG,3032.9,3715.8,2346.6,0,99.4,398.2,497.6,868.7,1385.9,359.9,3983.4,197,0.1544701489,1.0720167932,0.5948323962,0.0903499523
20130131,SPLS,6200.437,12280.005,17480.836,1001.943,467.264,1576.426,2043.69,4418.625,6143.911,-210.706,24380.51,426.27,-0.034338783,1.9853827421,1.0012739375,-0.008642395
20130131,DDC,971.935,1710.456,195.293,4.799,74.732,46.629,121.361,610.424,879.204,34.71,345.411,15.276,0.0417562905,0.2019408859,1.0576864777,0.1004889827
20130331,SYMC,6315,14379,823,2094,638,1258,1896,5562,8958,765,6906,258,0.1411178749,0.4802837471,1.6524626453,0.1107732407
20130831,TSCRF,19.856,31.234,13.398,0,3.067,-11.196,-8.129,2.38,2.875,-11.395,5.269,0,-0.401812476,0.1686943715,0.101378751,-2.162649459
20130331,INVU,0.268,0.634,0.498,2.536,0.371,-7.333,-6.962,3.406,5.947,-9.331,1.66,0,1.7562582345,2.61829653,-1.119329945,-5.621084337
20130331,CRUS,444.534,651.347,401.033,0,13.562,204.122,217.684,93.079,103.173,136.598,809.786,64.592,0.2491873018,1.2432482225,0.188212137,0.1686840721
20130531,NEOG,168.447,290.558,90.623,0,7.411,41.07,48.481,17.719,32.271,27.19,207.892,14.1,0.1052704937,0.7154922597,0.124942409,0.1307890636
20130228,JCOUF,421.9,1392.7,2416.5,0,31.7,138.4,170.1,265.3,281.9,558.4,2586.6,78.9,0.5027007562,1.8572556904,0.2537810587,0.2158818526
20130531,9126B,1772.6,9794.7,769.3,5926.1,495.4,468.9,964.3,564.1,7826.1,-623.4,3052.9,-117.7,-0.316671746,0.3116889746,3.9754647973,-0.204199286
20130131,DTLR,48.971,92.673,111.236,49.81,3.448,13.388,16.836,22.716,78.242,5.126,181.485,3.719,0.3552075393,1.9583373798,5.421800291,0.0282447585
20130930,DGII,149.304,299.953,87.381,0,7.877,9.946,17.823,21.29,25.687,5.805,195.381,2.433,0.0211655838,0.6513720483,0.0936572524,0.0297111797
20130331,EA,2325,5070,1177,559,236,89,325,1917,2803,98,3797,41,0.0432289369,0.7489151874,1.2364358183,0.0258098499
20130630,IMGN,200.684,213.596,103.903,0,4.641,-73.009,-68.368,19.173,91.749,-72.811,35.535,0,-0.597560876,0.166365475,0.7529853012,-2.04899395
20130630,UVIC,2.551,4.108,3.542,2.041,0.207,1.369,1.576,2.185,4.59,0.833,8.132,0.431,-1.728215768,1.9795520935,-9.522821577,0.1024348254
20130630,THST,27.65,34.132,11.196,3.521,0.3,-0.041,0.259,11.207,14.908,-0.596,17.162,0.002,-0.031002913,0.5028126099,0.7754889721,-0.034727887
20130131,RALY,36.127,41.855,10.354,0,1.893,-10.477,-8.584,38.718,46.467,-10.78,56.846,0.128,2.3373807459,1.3581650938,-10.07523851,-0.189635155
20130930,MODN,123.548,134.472,43.454,0,2.207,2.558,4.765,36.706,40.854,-0.926,101.904,0.439,-0.00989126,0.757808317,0.4363904377,-0.009086984
20130930,TXTR,132.926,187.967,9.024,10.461,4.525,-21.462,-16.937,33.209,46.172,-36.884,35.534,0.294,-0.260122007,0.1890438215,0.325625022,-1.037991783
20130131,HDS,3163,7334,5712,6430,339,323,662,2043,8925,-1179,8035,3,0.741043369,1.0955822198,-5.609679447,-0.146733043
20130131,CLRS,376.482,2800.641,755.996,2346.866,64.879,232.891,297.77,250.989,2771.775,6.244,1557.02,14.685,0.2163098455,0.5559512983,96.02213677,0.0040102247
20130630,AEGG,0.078,3.73,0,0,0.005,-0.058,-0.053,0.355,0.355,-0.079,1.218,0,-0.023407407,0.326541555,0.1051851852,-0.064860427
20130630,NWSA,4643,15643,5420,0,548,140,688,2171,2947,506,8891,-374,0.0398550725,0.5683692386,0.2321203529,0.0569114835
20130331,LXFT,97.012,155.222,185.557,0.006,8.981,43.147,52.128,50.35,59.927,37.537,314.596,3.645,0.3939031429,2.0267487856,0.6288577575,0.1193181096
20130731,STRP,15.15,15.739,0.63,0,0,-3.215,-3.215,1.634,1.884,-3.213,0.53,0.008,-0.23190184,0.0336743122,0.1359797907,-6.062264151
20130331,FUJHY,10025.839,16752.91,15295.932,2135.546,653.611,1278.792,1932.403,6977.814,10414.624,1270.051,20316.143,-283.029,0.2003776731,1.2126933769,1.6431293886,0.0625143759
20130331,FJTSY,18291.111,32381.627,31704.97,2888.796,2045.688,1011.874,3057.562,16657.912,22719.254,-774.352,46534.919,257.647,-0.080140976,1.4370778528,2.3513120431,-0.016640235
20130331,COVS,33.88,98.058,41.458,0,6.617,-5.55,1.067,31.888,55.164,-5.648,90.732,0.098,-0.131673428,0.9252891146,1.2860539936,-0.062249262
20130831,3GFEL,150.723,188.126,392.627,0.112,2.803,9.212,12.015,64.408,69.797,5.284,483.485,2.03,0.0446551564,2.5700062724,0.5898554032,0.0109289844
20130131,VMEM,69.499,88.15,33.641,0,9.013,-108.895,-99.882,37.324,43.426,-109.102,73.798,0.097,-2.439450854,0.8371866137,0.9709775512,-1.478386948
20130630,PINC,366.041,598.916,209.732,22.468,29.22,372.667,401.887,145.148,213.513,7.376,869.29,9.726,0.0191384084,1.451438933,0.5539993202,0.0084850855
20130630,DEO,13071.474,38142.117,6255.873,12916.332,526.266,5344.794,5871.06,8432.424,25811.37,3779.685,17389.593,804.609,0.3065252251,0.4559157794,2.0932527445,0.2173532756
20130131,BURL,879.654,2478.082,2548.31,1335.532,148.6,155.912,304.512,740.055,2558.351,25.301,4165.504,3.864,-0.315202631,1.680938726,-31.87221717,0.0060739349
20130131,SAIC,835,1271,4360,1,13,309,322,664,675,182,4781,99,0.3053691275,3.7616050354,1.1325503356,0.0380673499
20130131,VEEV,86.89,89.82,56.227,0,0.789,30.033,30.822,54.289,55.854,18.783,129.548,10.31,0.5529941706,1.4423068359,1.644409115,0.14498873
20130930,PTC,680.216,1828.906,322.974,243.125,76.551,192.411,268.962,528.613,902.426,143.769,1296.576,-17.535,0.1551776617,0.708935287,0.9740372161,0.1108835888
20130228,CUDA,111.462,212.248,36.755,4.872,8.333,-2.637,5.696,179.259,304.314,-7.391,198.931,-5.084,0.0802793648,0.9372573593,-3.305389612,-0.037153586
20130228,TCS,157.222,752.82,291.247,276.348,29.449,47.119,76.568,131.819,519.445,-0.13,706.757,-4.449,-0.000557043,0.9388127308,2.2257953937,-0.000183939
20130131,NMBL,68.442,72.563,19.332,0,1.118,-27.764,-26.646,19.607,27.666,-27.857,53.84,0.099,-0.620464619,0.7419759382,0.6162104372,-0.517403418
20130331,NSANY,80682.923,135993.734,79495.156,32432.35,6269.828,5560.154,11829.982,48430.809,92727.028,3636.852,102268.203,1554.28,0.0840565954,0.7520067285,2.1431497004,0.0355619038
20130630,AMRK,300.37,309.608,7216.544,0,0.826,16.227,17.053,255.802,256.354,12.514,7247.717,8.052,0.2349870432,23.409333738,4.8137980246,0.0017266127
20130630,6873B,161.747,1121.6,449.996,1939.357,58.342,16.069,74.411,122.507,2140.346,-295.957,524.407,-23.616,0.2905110793,0.4675526034,-2.100961378,-0.564365083
20130831,NTIC,16.933,49.054,14.966,0.857,0.507,-6.239,-5.732,3.662,4.519,3.367,22.502,0.864,0.075603458,0.4587189628,0.1014707533,0.1496311439
20130930,SI,63529.23,137970.376,70605.328,25051.932,3908.908,7108.581,11017.489,51254.338,99226.439,5798.394,102706.287,2207.559,0.1496593906,0.7444082562,2.5610830154,0.0564560765
20130131,GIII,516.585,717.772,948.082,19.778,9.907,104.458,114.365,233.216,288.532,56.875,1399.719,35.436,0.1325016308,1.9500886075,0.6721927127,0.0406331557
20130131,MFRI,84.346,149.479,168.105,36.603,5.806,-5.745,0.061,49.201,95.224,-18.485,212.018,10.79,-0.340705926,1.4183798393,1.7551193438,-0.087185994
20130630,XDSL,0.095,0.112,0.015,0.291,0.016,-1.351,-1.335,4.504,5.007,-0.261,0.004,0,0.053319714,0.0357142857,-1.02288049,-65.25
20130331,TM,146399,376841,186235,77929,11737,14028,25765,137134,241190,10218,234327,5859,0.0753256519,0.6218192819,1.7780185918,0.0436057305
20130630,OBT,14.185,33.114,25.953,7.148,0.879,-2.556,-1.677,6.683,15.245,0.334,24.276,1.585,0.0186915888,0.7331038232,0.8531535061,0.0137584446
20130930,SMG,881,1937.2,1774,478.1,66.1,323.5,389.6,509.8,1226.7,161.1,2816.5,92.8,0.2267417312,1.4539025397,1.7265306122,0.0571986508
20130131,BIBLF,9.497,45.425,24.476,6.078,2.583,1.734,4.317,9.428,15.832,0.729,35.77,0.361,0.024634204,0.7874518437,0.5349913831,0.0203802069
20130430,9151B,651.119,2893.768,1391.837,1475.087,131.926,145.971,277.897,600.19,2388.349,-119.436,1743.847,54.452,-0.236310863,0.6026215647,4.7254832129,-0.068489954
20130831,CWLPF,19.339,22.734,26.005,0,0.472,-0.167,0.305,12.129,12.509,-0.282,33.803,0.163,-0.027579462,1.48689188,1.2233740831,-0.008342455
20130131,LCUAF,132.223,220.21,92.565,14.29,19.574,-9.146,10.428,47.382,80.412,-8.717,274.827,-3.469,-0.062354254,1.2480223423,0.575201362,-0.031718135
20130831,CGECF,194.001,5452.513,1036.831,2984.74,388.275,409.151,797.426,417.776,4083.133,64.088,1834.257,63.699,0.0468007419,0.3364058004,2.981738451,0.0349394878
20130731,IBXNF,3.344,6.38,1.586,0.966,0.345,-0.203,0.142,0.831,1.845,0.04,3.969,-0.357,0.0088202867,0.6221003135,0.4068357222,0.0100781053
20130930,EXCOF,117.163,195.103,173.534,0,8.6,34.504,43.104,28.169,30.969,23.632,244.61,10.726,0.1439799188,1.2537480203,0.1886811995,0.0966109317
20130131,HIS.,35.889,39.567,97.379,0,1.128,-10.211,-9.083,8.902,34.193,-7.004,88.296,0.059,-1.303312244,2.2315566002,6.362672125,-0.079324092
20130331,MTLRF,1.566,15.836,0.936,0,0.327,-0.763,-0.436,0.151,2.475,-0.319,0.679,-0.164,-0.023875458,0.0428769891,0.1852406257,-0.469808542
20130731,CSCO,65521,101191,17149,12928,2201,11553,13754,22192,42063,9983,48607,1244,0.1688370992,0.4803490429,0.7113888513,0.2053819409
20130630,SXI.,2.215,36.081,3.531,8.784,1.252,0.61,1.862,10.418,21.283,-0.219,5.393,0.025,-0.014799297,0.1494692497,1.4382348966,-0.040608196
20130331,ADMT,0.638,0.908,0.783,0,0.021,-0.538,-0.517,0.72,0.72,-0.537,1.581,0,-2.856382979,1.7411894273,3.829787234,-0.339658444
20130630,CGA,227.165,348.728,122.75,0,14.764,55.385,70.149,51.875,51.875,44.774,216.898,10.184,0.1508288614,0.6219689844,0.174749792,0.2064288283
20130331,NVEC,19.037,95.765,6.378,0,0.647,15.197,15.844,1.781,1.781,11.829,27.033,5.727,0.1258618488,0.2822847596,0.018950034,0.4375762956
20130930,GIB,2683.164,10879.272,8671.944,2332.377,340.366,1072.314,1412.68,3482,6823.575,455.82,10084.624,171.802,0.1123900528,0.9269576126,1.6824666636,0.0451995037
20130930,MTRAF,1189.4,5061.5,10576.4,650,179.6,646.8,826.4,1206.3,2093.6,712.9,11402.8,203.7,0.2402035109,2.2528499457,0.7054146029,0.062519732
20130228,VGMNF,43.696,104.814,3.026,0,1.954,-6.45,-4.496,3.976,12.922,-2.903,0.476,-2.439,-0.031591433,0.0045413781,0.1406215993,-6.098739496
20130630,MCF,144.238,576.461,46.752,0,41.06,-23.723,17.337,31.772,157.307,-9.72,127.201,-6.097,-0.023189568,0.2206584661,0.3752964304,-0.076414494
20130331,XLNX,2297.639,4729.451,680.879,922.666,65.835,580.732,646.567,386.788,1766.155,487.536,2168.652,59.47,0.1645249074,0.4585420168,0.5960103209,0.2248106197
20130930,LRAD,26.355,27.559,8.697,0,0.146,0.966,1.112,2.651,2.798,1.263,17.088,0.002,0.051007633,0.6200515258,0.1130002827,0.0739115169
20130331,ACAT,259.344,306.145,508.693,0,11.999,60.714,72.713,127.292,131.673,39.745,671.588,20.934,0.2278015957,2.1936925313,0.754694163,0.0591806286
20130131,WTSL,159.228,226.506,422.399,0,17.497,-33.789,-16.292,63.73,97.774,-113.231,580.397,42.903,-0.879587049,2.5623912832,0.7595158935,-0.195092325
20130630,LCI,116.129,167.752,87.436,5.844,6.198,18.757,24.955,33.099,38.943,13.317,151.054,7.303,0.103385633,0.9004602032,0.3023313588,0.0881605254
20130331,TIK,8.572,11.919,6.638,1.461,0.228,-3.753,-3.525,7.563,9.223,-2.773,7.827,-1.543,-1.028560831,0.6566826076,3.4209940653,-0.354286444
20130331,UQM,19.752,28.609,3.795,0,1.253,-5.705,-4.452,3.741,3.844,-10.688,11.384,0,-0.431576822,0.3979167395,0.1552190592,-0.93886156
20130331,MOC,32.402,38.331,129.987,0,0.676,3.532,4.208,20.768,21.372,0.496,150.219,1.041,0.0292470075,3.9189950693,1.2602158146,0.003301846
20130630,MTRX,296.274,409.978,780.39,0,12.782,41.669,54.451,164.366,171.816,24.008,892.574,11.908,0.1008053342,2.1771265775,0.7214249125,0.0268974897
20130331,ATK,2218.732,4383.01,3315.214,1023.877,106.062,469.643,575.705,906.855,2870.449,271.805,4362.145,120.243,0.1796985378,0.9952395728,1.8977409837,0.0623099416
20130930,ESE,393.921,1092.328,287.237,122,14.805,58.228,73.033,230.356,490.614,-25.603,490.079,18.335,-0.042550115,0.448655532,0.815360786,-0.052242598
20130630,ETH,260.57,617.285,312.726,130.809,18.008,68.819,86.827,132.939,282.928,32.478,729.083,17.696,0.0971356963,1.1811124521,0.8461853647,0.0445463685
20130630,TBAC,29.078,35.176,81.575,0,2.068,-4.391,-2.323,23.418,27.568,-19.177,114.01,-0.303,-2.520636172,3.2411303161,3.6235541535,-0.168204543
20130331,API,10.307,22.216,14.038,2.033,1.966,-4.285,-2.319,5.456,7.781,-4.387,23.649,0,-0.303914098,1.0645030609,0.5390370627,-0.185504673
20130831,SONC,140.722,660.794,347.096,459.838,36.5,92.967,129.467,72.93,583.33,36.701,542.585,19.598,0.4737813694,0.8211106638,7.5303366725,0.0676410148
20130831,AZO,3278.013,6892.089,4179.344,4119.438,227.251,1773.018,2000.269,4169.15,8579.408,1016.48,9147.53,571.203,-0.602423134,1.3272507073,-5.084639004,0.1111207069
20130630,UAHC,1.929,15.823,4.094,2.184,0.771,0.981,1.752,10.286,12.777,0.537,8.489,0.043,0.1762967827,0.5364975036,4.1946815496,0.0632583343
20130131,NWTUF,303.896,651.394,1031.791,122.937,37.149,97.17,134.319,190.184,355.144,65.148,1513.646,26.161,0.2199088608,2.3237027053,1.1987983122,0.0430404467
20130630,SSN,17.529,52.807,3.726,0,2.031,-13.984,-11.953,7.031,7.9,-11.721,6.016,-2.01,-0.261006079,0.1139242903,0.1759191217,-1.948304521
20130331,HAE,597.01,1461.917,375.617,456.944,65.481,128.895,194.376,180.144,692.735,38.8,891.99,11.097,0.0504431981,0.6101509183,0.9006125988,0.0434982455
